protein1	protein2	cost
KRTAP10-1	KRTAP9-4	0.594442
KRTAP10-1	SLC6A20	0.594442
KRTAP10-1	CBX2	0.594442
KRTAP10-1	ZNF124	0.594442
KRTAP10-1	ZNF417	0.594442
KRTAP10-1	ZNF286A	0.594442
KRTAP10-1	KRTAP5-6	0.594442
KRTAP10-1	DOCK2	0.594442
KRTAP10-1	CREB5	0.594442
KRTAP10-1	ZBTB24	0.594442
KRTAP10-1	ZNF264	0.594442
KRTAP10-1	ZNF440	0.594442
KRTAP10-1	ZNF572	0.594442
KRTAP10-1	SLC23A1	0.594442
KRTAP10-1	CATSPER1	0.594442
KRTAP10-1	ZNF587	0.594442
KRTAP10-1	DAAM2	0.594442
KRTAP10-1	ECE1	0.594442
KRTAP10-1	CARD9	0.594442
KRTAP10-1	HPCAL1	0.594442
KRTAP10-1	ZNF101	0.594442
KRTAP10-1	KRTAP5-9	0.594442
KRTAP10-1	BAHD1	0.594442
KRTAP10-1	RSPO2	0.594442
KRTAP10-1	DHX57	0.594442
KRTAP10-1	KRTAP9-2	0.594442
KRTAP10-1	ZNF785	0.594442
KRTAP10-1	KRTAP12-1	0.594442
KRTAP10-1	ZNF433	0.594442
KRTAP10-1	AEN	0.594442
KRTAP10-1	ZNF439	0.594442
KRTAP10-1	CXCL16	0.594442
KRTAP10-1	KRTAP4-12	0.594442
KRTAP10-1	TULP3	0.594442
KRTAP10-1	AVPI1	0.594442
KRTAP10-1	PRPF31	0.594442
KRTAP10-1	C19ORF66	0.594442
KRTAP10-1	PID1	0.594442
KRTAP10-1	LCE1B	0.594442
KRTAP10-1	PVRL2	0.594442
KRTAP10-1	ZSCAN26	0.594442
SLC22A2	GTF2B	0.492989
SLC22A2	EXT2	0.594442
SLC22A2	HYAL3	0.594442
SLC22A2	SUMO2	0.594442
SLC22A2	AGO3	0.594442
SLC22A2	CST9L	0.492989
SLC22A2	POU2AF1	0.73985
SLC22A2	ETV5	0.492989
VHLL	HIF1A	0.45648
VHLL	RBPMS	0.443583
RGN	NR1D2	0.763579
RGN	THRA	0.594442
LOC100294033	UBC	0.0850096
ASZ1	TSG101	0.598835
F3	PLG	0.561127
F3	FLNA	0.561127
F3	UBC	0.221602
F3	F7	0.150346
F3	FANCB	0.71234
DNAJB8	HSPA1B	0.598835
DNAJB8	HDAC6	0.598835
DNAJB8	SIRT2	0.598835
DNAJB8	HSPA6	0.598835
STX4	BET1	0.35663
STX4	VTI1B	0.392016
STX4	STXBP5	0.458237
STX4	CYBRD1	0.334452
STX4	SCRIB	0.85922
STX4	STX16	0.443583
STX4	SLC25A10	0.654948
STX4	SNAP47	0.392016
STX4	TXLNG	0.85922
STX4	SYT4	0.85922
STX4	SYT7	0.85922
STX4	RAB4A	0.441751
STX4	STX12	0.392016
STX4	UBL4A	0.598835
STX4	STX7	0.298752
STX4	NAPB	0.392016
STX4	VAPB	0.561127
STX4	CCDC8	0.598835
STX4	ITSN2	0.594442
STX4	STX3	0.443583
STX4	SNAP23	0.0404205
STX4	VAMP3	0.107573
STX4	PSMA3	0.443583
STX4	TXLNB	0.549451
STX4	NAPA	0.358926
STX4	STX6	0.298752
STX4	GIMAP5	0.392016
STX4	SNAP29	0.561127
STX4	VAMP1	0.413476
STX4	ACTB	0.85922
STX4	STXBP1	0.598835
STX4	STX5	0.443583
STX4	STXBP6	0.830932
STX4	SEC22A	0.392016
STX4	VAMP5	0.392016
STX4	UBC	0.0850096
STX4	VAMP7	0.598835
STX4	STXBP3	0.353722
STX4	ABCC1	0.654948
STX4	DLG1	0.85922
STX4	FN1	0.598835
STX4	ANXA3	0.654948
STX4	VAMP2	0.0708011
STX4	SEPT5	0.598835
STX4	VAMP8	0.402371
STX4	SEC22B	0.598835
STX4	NSF	0.85922
STX4	VAMP4	0.263104
STX4	STX8	0.392016
STX4	NDUFB9	0.654948
STX4	SNAP25	0.158567
STX4	GOSR2	0.443583
STX4	STXBP4	0.765937
SLC30A7	CD40	0.598835
SLC30A7	SUMO1	0.598835
SLC30A7	NEDD8	0.598835
SLC30A7	UBC	0.221602
UBE2NL	ITGA4	0.598835
UBE2NL	UBC	0.0850096
UBE2NL	MEPCE	0.598835
ZNF568	SUMO1	0.598835
ZNF568	CBX5	0.598835
ZNF568	ILK	0.598835
ZNF568	UBC	0.598835
TCF24	TCF3	0.598835
KCNN3	APP	0.561127
KCNN3	CALM3	0.561127
KCNN3	DNM2	0.598835
KCNN3	CAV1	0.598835
KCNN3	UBC	0.410771
TBRG1	RALBP1	0.443583
TBRG1	INO80E	0.443583
TBRG1	RUNDC3A	0.443583
TBRG1	UBC	0.598835
TBRG1	CCDC136	0.443583
ZNF518B	UBC	0.298244
CD200	CD200R1	0.376967
CD200	HUS1	0.594442
CD200	HCRTR2	0.85922
MGC24125	FAM9B	0.443583
MGC24125	CEP44	0.443583
KANSL1L	OPTN	0.63215
KRTAP26-1	OTX1	0.392016
KRTAP26-1	KRTAP10-5	0.594442
KRTAP26-1	TRIM42	0.443583
KRTAP26-1	KRTAP10-9	0.392016
KRTAP26-1	DTX2	0.392016
KRTAP26-1	KRTAP4-2	0.443583
KRTAP26-1	TEKT4	0.392016
KRTAP26-1	TRIP6	0.392016
KRTAP26-1	KRTAP3-2	0.392016
KRTAP26-1	KRTAP10-3	0.594442
KRTAP26-1	PSMA3	0.443583
KRTAP26-1	STK16	0.392016
KRTAP26-1	GRN	0.392016
KRTAP26-1	KRTAP4-7	0.594442
KRTAP26-1	MGAT5B	0.594442
KRTAP26-1	KRTAP5-6	0.392016
KRTAP26-1	TRIP13	0.443583
KRTAP26-1	LOC100996750	0.443583
KRTAP26-1	SYNONYMS=KAP10.5,	0.443583
KRTAP26-1	KRTAP9-2	0.392016
KRTAP26-1	GDPD5	0.443583
KRTAP26-1	KRTAP4-12	0.392016
KRTAP26-1	SF1	0.443583
KRTAP26-1	COL8A1	0.363748
PLSCR2	EP300	0.594442
MADCAM1	ITGB7	0.549451
MADCAM1	ITGA4	0.794225
MADCAM1	CD44	0.85922
POTEJ	RELA	0.598835
POTEJ	UBC	0.410771
POTEJ	MAGOH	0.598835
POTEJ	LGR4	0.598835
GPN3	CUL5	0.598835
GPN3	UBD	0.598835
GPN3	RPAP2	0.598835
GPN3	BRCA1	0.598835
GPN3	GPN1	0.537305
GPN3	UBC	0.165007
TMEM27	RBM18	0.492989
TSNAX	AKAP9	0.830932
TSNAX	UBE2I	0.561127
TSNAX	KCNE4	0.594442
TSNAX	TSN	0.0511623
TSNAX	ARFIP1	0.654948
TSNAX	AIMP1	0.443583
TSNAX	IKBKE	0.598835
TSNAX	SEC24A	0.654948
TSNAX	BLOC1S5	0.443583
TSNAX	TSNAXIP1	0.717078
TSNAX	GADD45G	0.452941
TSNAX	NSMCE2	0.561127
TSNAX	SNX6	0.654948
TSNAX	YAP1	0.654948
TSNAX	RALYL	0.594442
TSNAX	CARD9	0.443583
TSNAX	GOLGA3	0.830932
TSNAX	PBXIP1	0.452941
TSNAX	SUN1	0.73985
TSNAX	CDK5RAP2	0.594442
TSNAX	SUMO2	0.598835
TSNAX	CKAP4	0.594442
TSNAX	UBC	0.0651727
TSNAX	TCF12	0.443583
TSNAX	STAT1	0.654948
TSNAX	BOP1	0.654948
TSNAX	HIRIP3	0.654948
TSNAX	DMWD	0.598835
TSNAX	KLC3	0.392016
TSNAX	MRFAP1L1	0.452941
XPO6	ENAH	0.598835
XPO6	RANBP17	0.654948
XPO6	NUP62	0.255278
XPO6	VASP	0.598835
XPO6	UBXN6	0.654948
XPO6	EGFR	0.598835
XPO6	ACTB	0.85922
XPO6	GSK3B	0.598835
XPO6	SMAD3	0.561127
XPO6	UBC	0.598835
XPO6	PFN1	0.598835
XPO6	RAN	0.598835
XPO6	DIAPH1	0.598835
XPO6	VPS39	0.654948
XPO6	ACTA1	0.598835
DIS3L	EXOSC3	0.410771
DIS3L	EXOSC2	0.344359
DIS3L	PAXIP1	0.594442
DIS3L	GIGYF2	0.598835
DIS3L	HSPA1B	0.598835
DIS3L	HBS1L	0.598835
DIS3L	EXOSC5	0.598835
DIS3L	EIF4E2	0.598835
DIS3L	EXOSC1	0.598835
DIS3L	EXOSC6	0.598835
DIS3L	EXOSC4	0.598835
DIS3L	ZNF598	0.598835
DIS3L	UBC	0.410771
DIS3L	EXOSC9	0.598835
DIS3L	EXOSC7	0.598835
DIS3L	EXOSC8	0.598835
DIS3L	EXOSC10	0.598835
DCDC2	MRFAP1	0.392016
DCDC2	NIF3L1	0.443583
DCDC2	APP	0.561127
BCR	HSPD1	0.598835
BCR	PXN	0.598835
BCR	PIK3R2	0.598835
BCR	LRRK1	0.598835
BCR	IRS1	0.85922
BCR	PDZK1	0.475767
BCR	RHOA	0.561127
BCR	IGSF21	0.530378
BCR	TP53	0.427045
BCR	CFTR	0.598835
BCR	KIT	0.598835
BCR	UBASH3B	0.598835
BCR	YWHAE	0.85922
BCR	CLTC	0.73224
BCR	PIK3CG	0.407758
BCR	CRK	0.317092
BCR	GRB10	0.398358
BCR	MLLT4	0.355965
BCR	APBA3	0.390345
BCR	BLK	0.85922
BCR	YWHAQ	0.85922
BCR	ABL1	0.243823
BCR	ERCC3	0.323172
BCR	GRB2	0.0385826
BCR	PTGES3	0.598835
BCR	ATP2B1	0.73224
BCR	UNC119	0.594442
BCR	HNF1A	0.85922
BCR	GIPC1	0.598835
BCR	STUB1	0.561127
BCR	CBL	0.202941
BCR	TJP2	0.598835
BCR	PTPN1	0.397933
BCR	HIF1A	0.598835
BCR	YWHAB	0.85922
BCR	CRKL	0.162117
BCR	SHC1	0.598835
BCR	PTPN11	0.85922
BCR	IL3	0.598835
BCR	AP2M1	0.598835
BCR	RB1	0.598835
BCR	VPS28	0.598835
BCR	UBC	0.105921
BCR	ERBB2IP	0.512061
BCR	TSG101	0.398358
BCR	PTPN6	0.520073
BCR	DOK1	0.45648
BCR	SOS1	0.410771
BCR	INPP5D	0.598835
BCR	DLG1	0.85922
BCR	HSPA4	0.598835
BCR	JAK2	0.765937
BCR	TCF7	0.598835
BCR	COPB1	0.73224
BCR	CSNK2A2	0.598835
BCR	TNKS2	0.45648
BCR	YWHAH	0.85922
BCR	MYC	0.598835
BCR	FES	0.332937
BCR	ABL2	0.85922
BCR	LNX1	0.594442
BCR	RGS12	0.598835
BCR	GRK5	0.598835
BCR	VAV1	0.717078
NELL1	ATXN7	0.594442
NELL1	SMEK1	0.598835
NELL1	ATRAID	0.390345
NELL1	SSRP1	0.598835
NELL1	NEXN	0.598835
NELL1	EIF5B	0.598835
NELL1	CACNA1A	0.594442
NELL1	EIF4B	0.598835
NELL1	DNTTIP2	0.598835
NELL1	EEF1A1	0.598835
TCL1B	AKT2	0.594442
TCL1B	TNPO2	0.63215
TCL1B	APP	0.561127
TCL1B	AKT1	0.598835
TCL1B	UBC	0.598835
TMEM8A	KRTAP10-7	0.443583
TMEM8A	KRTAP10-3	0.594442
TMEM8A	REL	0.392016
ALPP	LATS1	0.561127
ALPP	SUMO1	0.598835
ALPP	NSFL1C	0.598835
ALPP	RPA2	0.598835
ALPP	FBXO6	0.598835
ALPP	KRTAP10-3	0.594442
ALPP	UBXN6	0.598835
ALPP	UBXN1	0.598835
ALPP	PIGK	0.376755
ALPP	ALPPL2	0.85922
ALPP	RPA3	0.598835
ALPP	ASPSCR1	0.598835
ALPP	RPA1	0.598835
ALPP	KRTAP5-9	0.392016
ALPP	SUMO2	0.598835
ALPP	UBC	0.598835
ALPP	UBXN7	0.598835
ALPP	KRTAP4-12	0.392016
ALPP	GPLD1	0.85922
ALPP	FAF2	0.598835
ALPP	GPAA1	0.598835
MYH7B	UBC	0.410771
MYH7B	SMYD1	0.472754
MYH7B	SP1	0.598835
KLHL8	USP7	0.452941
KLHL8	ATXN1	0.565996
KLHL8	COPS5	0.598835
KLHL8	COPS6	0.410771
KLHL8	DCUN1D1	0.598835
KLHL8	UBC	0.221602
KLHL8	COMMD3-BMI1	0.598835
KLHL8	COIL	0.452941
FOXJ1	TWF2	0.492989
FOXJ1	THRA	0.492989
FOXJ1	NMRAL1	0.492989
FOXJ1	GRB2	0.598835
FOXJ1	RPUSD1	0.492989
FOXJ1	SLC37A3	0.492989
FOXJ1	OIP5	0.492989
B4GALT3	FBXO6	0.598835
B4GALT3	SAT1	0.452941
B4GALT3	SURF2	0.565996
KLHL6	PPP1R1B	0.443583
KLHL6	UBC	0.286822
KLHL6	NUDC	0.598835
SIKE1	STK24	0.410771
SIKE1	IKBKE	0.73985
SIKE1	STK25	0.410771
SIKE1	SLMAP	0.410771
SIKE1	PPP2R1A	0.298244
SIKE1	MOB4	0.410771
SIKE1	PDCD10	0.598835
SIKE1	STRIP1	0.598835
SIKE1	TRAF3IP3	0.598835
SIKE1	STRN3	0.410771
SIKE1	EMD	0.598835
SIKE1	TBK1	0.85922
SIKE1	UBC	0.598835
SIKE1	STK26	0.410771
SIKE1	STRIP2	0.598835
SIKE1	PPP2CB	0.598835
SIKE1	STRN	0.410771
SIKE1	FGFR1OP2	0.598835
ZNF717	UBC	0.598835
ZNF292	ALB	0.598835
ZNF292	UBC	0.598835
LTB4R2	RANBP9	0.472754
LTB4R2	AKT1	0.598835
ZNF703	DCAF7	0.73224
ZNF703	TERF2	0.598835
BRF1	CSNK2A1	0.598835
BRF1	TP53	0.598835
BRF1	RBL1	0.45648
BRF1	APP	0.561127
BRF1	GTF3C5	0.598835
BRF1	DTNBP1	0.594442
BRF1	GTF3C4	0.830932
BRF1	SUMO2	0.598835
BRF1	POLR3F	0.830932
BRF1	RB1	0.220473
BRF1	UBC	0.286822
BRF1	CSNK2A2	0.598835
BRF1	GTF3C3	0.598835
SOHLH2	TCEB3B	0.452941
SOHLH2	UBC	0.598835
L3MBTL3	PIK3R3	0.443583
L3MBTL3	PRKAA1	0.443583
L3MBTL3	SNRPB	0.443583
L3MBTL3	BANP	0.443583
L3MBTL3	MAPK3	0.594442
L3MBTL3	PRKAA2	0.443583
L3MBTL3	SP100	0.443583
L3MBTL3	POLR2L	0.443583
L3MBTL3	MORF4L1	0.443583
L3MBTL3	THRA	0.443583
L3MBTL3	E2F1	0.598835
L3MBTL3	LZTR1	0.594442
L3MBTL3	TTC19	0.443583
L3MBTL3	PLEKHF2	0.443583
L3MBTL3	OAZ3	0.443583
L3MBTL3	PLEKHF1	0.443583
L3MBTL3	UBC	0.410771
L3MBTL3	CTNNB1	0.598835
L3MBTL3	PHC2	0.334452
L3MBTL3	LRRK2	0.594442
L3MBTL3	BYSL	0.443583
L3MBTL3	MAPK9	0.443583
L3MBTL3	HECW2	0.598835
L3MBTL3	E2F3	0.598835
L3MBTL3	E2F4	0.598835
F11R	PARD3	0.561127
F11R	TJP1	0.290969
F11R	PRKCZ	0.410771
F11R	MLLT4	0.45648
F11R	CCDC8	0.598835
F11R	SGTA	0.213322
F11R	PEX19	0.492989
F11R	UBC	0.298244
NUCKS1	ORC2	0.654948
NUCKS1	GLP1R	0.472754
NUCKS1	RBMX	0.654948
NUCKS1	RBM42	0.654948
NUCKS1	DOCK9	0.63215
NUCKS1	MME	0.598835
NUCKS1	UBC	0.410771
NUCKS1	PRCP	0.654948
NUCKS1	AK5	0.594442
BICD1	DCTN1	0.73224
BICD1	STAT3	0.472754
BICD1	DISC1	0.594442
BICD1	DYNC1I1	0.85922
BICD1	CPNE4	0.73985
BICD1	PLK1	0.598835
BICD1	ALPI	0.85922
BICD1	RAB6A	0.204486
BICD1	GSK3B	0.367195
BICD1	AP1G1	0.73224
PRG4	GRB2	0.598835
C14ORF1	PHYHIP	0.452941
C14ORF1	TTR	0.492989
C14ORF1	BAIAP2	0.594442
C14ORF1	MAPK8IP2	0.594442
C14ORF1	GADD45A	0.594442
C14ORF1	SNRPB	0.492989
C14ORF1	CLN8	0.594442
C14ORF1	CRADD	0.452941
C14ORF1	MPHOSPH6	0.452941
C14ORF1	HSPE1	0.452941
C14ORF1	POLR2C	0.452941
C14ORF1	RAB27A	0.452941
C14ORF1	PEX2	0.492989
C14ORF1	TK1	0.301393
C14ORF1	IKBKE	0.598835
C14ORF1	PPP1R8	0.492989
C14ORF1	MRPL38	0.452941
C14ORF1	RPS6KA6	0.492989
C14ORF1	KLHL20	0.452941
C14ORF1	HNRNPH3	0.594442
C14ORF1	SNRPG	0.452941
C14ORF1	ANXA7	0.594442
C14ORF1	SAT1	0.452941
C14ORF1	NR1H2	0.594442
C14ORF1	DYNLL1	0.452941
C14ORF1	S100A8	0.452941
C14ORF1	MRPS12	0.452941
C14ORF1	FCGR2B	0.63215
C14ORF1	FXR1	0.530378
C14ORF1	NAT9	0.452941
C14ORF1	LSM2	0.452941
C14ORF1	CCL18	0.452941
C14ORF1	CDK5RAP2	0.594442
C14ORF1	PQBP1	0.594442
C14ORF1	POLR3F	0.452941
C14ORF1	GSK3B	0.594442
C14ORF1	FAS	0.594442
C14ORF1	BTBD2	0.452941
C14ORF1	UBC	0.598835
C14ORF1	TSC22D1	0.594442
C14ORF1	CSTF2	0.452941
C14ORF1	PCDHA4	0.594442
C14ORF1	CCDC106	0.452941
C14ORF1	SERPINB9	0.452941
C14ORF1	PFN1	0.492989
C14ORF1	HYLS1	0.452941
C14ORF1	TFG	0.452941
C14ORF1	NDUFA4L2	0.452941
C14ORF1	ALDH2	0.452941
C14ORF1	NSF	0.452941
C14ORF1	CELF3	0.565996
C14ORF1	COX17	0.452941
C14ORF1	ZNF24	0.452941
C14ORF1	BID	0.594442
C14ORF1	SULT1E1	0.452941
C14ORF1	SEPHS1	0.565996
BMP8B	WFIKKN1	0.561127
BMP8B	BMP4	0.765937
BMP8B	ABL1	0.598835
BMP8B	CUL1	0.598835
BMP8B	FYN	0.598835
BMP8B	WFIKKN2	0.561127
YPEL5	SOX2	0.598835
YPEL5	UBC	0.221602
SMARCC1	OTX1	0.392016
SMARCC1	GATA1	0.561127
SMARCC1	ARID1B	0.170994
SMARCC1	TAF6	0.598835
SMARCC1	PBRM1	0.410771
SMARCC1	AR	0.598835
SMARCC1	DPF2	0.298244
SMARCC1	IKBKB	0.598835
SMARCC1	TP53	0.436465
SMARCC1	CEBPB	0.402371
SMARCC1	SMAD2	0.410771
SMARCC1	MSL1	0.594442
SMARCC1	SMARCAD1	0.598835
SMARCC1	CHD7	0.475767
SMARCC1	ADAMTSL4	0.443583
SMARCC1	ADD1	0.45648
SMARCC1	CREBBP	0.598835
SMARCC1	SMARCA1	0.654948
SMARCC1	BRD7	0.598835
SMARCC1	AURKB	0.598835
SMARCC1	AKT1	0.388868
SMARCC1	IKBKE	0.598835
SMARCC1	STK11	0.598835
SMARCC1	VCP	0.598835
SMARCC1	SMARCD2	0.654948
SMARCC1	RUNX1	0.598835
SMARCC1	RELB	0.467367
SMARCC1	BAZ1B	0.436465
SMARCC1	TRIM28	0.598835
SMARCC1	BRCA1	0.654948
SMARCC1	NOTCH1	0.598835
SMARCC1	ING1	0.598835
SMARCC1	GRB2	0.598835
SMARCC1	EED	0.598835
SMARCC1	SRRM2	0.598835
SMARCC1	NONO	0.561127
SMARCC1	HDAC6	0.598835
SMARCC1	ARID1A	0.230486
SMARCC1	NEDD4	0.561127
SMARCC1	HDAC1	0.654948
SMARCC1	ARF6	0.598835
SMARCC1	CARM1	0.270816
SMARCC1	SMARCA2	0.0716984
SMARCC1	SMARCE1	0.0651176
SMARCC1	KLF1	0.549451
SMARCC1	SMARCA4	0.0360963
SMARCC1	TAF10	0.598835
SMARCC1	SMARCA5	0.654948
SMARCC1	SMARCC2	0.170994
SMARCC1	SOX2	0.598835
SMARCC1	ITCH	0.561127
SMARCC1	DPF3	0.598835
SMARCC1	RNF2	0.598835
SMARCC1	RBBP5	0.654948
SMARCC1	EMD	0.598835
SMARCC1	SUMO2	0.298244
SMARCC1	MCPH1	0.598835
SMARCC1	NR0B2	0.598835
SMARCC1	SMAD3	0.598835
SMARCC1	UBC	0.0581152
SMARCC1	SMARCD3	0.830932
SMARCC1	HNRNPC	0.598835
SMARCC1	WWOX	0.391484
SMARCC1	SMARCD1	0.20022
SMARCC1	ARID2	0.598835
SMARCC1	CDK8	0.654948
SMARCC1	PRMT5	0.561127
SMARCC1	COMMD3-BMI1	0.598835
SMARCC1	ACTL6A	0.436465
SMARCC1	EPAS1	0.598835
SMARCC1	SIRT7	0.598835
SMARCC1	CHD4	0.312498
SMARCC1	MYC	0.286822
SMARCC1	PHF10	0.436465
SMARCC1	WWP2	0.598835
SMARCC1	SP1	0.561127
SMARCC1	WHSC1L1	0.598835
SMARCC1	DPF1	0.598835
SMARCC1	STAT2	0.598835
SMARCC1	SIN3A	0.281525
PILRB	ABHD16A	0.617117
PILRB	LYN	0.85922
PILRB	BRCA1	0.594442
PILRB	SAMSN1	0.85922
PILRB	PTPN11	0.765937
PILRB	PTPN6	0.73985
CNTFR	APPBP2	0.452941
CNTFR	CRK	0.598835
CNTFR	ABL1	0.598835
CNTFR	IL6ST	0.384055
CNTFR	GRB2	0.598835
CNTFR	CLCF1	0.501461
CNTFR	HN1L	0.594442
CNTFR	LIFR	0.272878
CNTFR	FYN	0.598835
CNTFR	KRTAP4-12	0.452941
CNTFR	NCK1	0.598835
CNTFR	CNTF	0.30217
ZNF644	ZRANB2	0.654948
ZNF644	SOX2	0.598835
ZNF644	SUMO3	0.598835
ZNF644	SUMO2	0.410771
ZNF644	UBC	0.298244
ZNF644	CDYL	0.598835
GNB1	AFP	0.492989
GNB1	MTNR1B	0.85922
GNB1	EPHA7	0.492989
GNB1	RAP1A	0.598835
GNB1	GNA12	0.85922
GNB1	GNG7	0.226898
GNB1	SVIL	0.598835
GNB1	NCF2	0.598835
GNB1	MTNR1A	0.585069
GNB1	MCC	0.598835
GNB1	UBQLN1	0.598835
GNB1	BTK	0.598835
GNB1	AKT1	0.598835
GNB1	PAN2	0.598835
GNB1	PTGES3L-AARSD1	0.598835
GNB1	GNG2	0.0367957
GNB1	PFDN5	0.598835
GNB1	CCDC8	0.598835
GNB1	GNG13	0.272878
GNB1	GNA11	0.654948
GNB1	AVPR2	0.561127
GNB1	PDCL	0.384055
GNB1	GNAI1	0.410116
GNB1	ATXN10	0.594442
GNB1	ARRB1	0.45648
GNB1	RPTOR	0.598835
GNB1	MTOR	0.472754
GNB1	GNAI2	0.410116
GNB1	RADIL	0.598835
GNB1	RICTOR	0.598835
GNB1	DISC1	0.594442
GNB1	GNG8	0.561127
GNB1	RGS6	0.598835
GNB1	GNAS	0.561127
GNB1	MLF2	0.598835
GNB1	GNB2L1	0.356256
GNB1	MCF2L	0.598835
GNB1	CACNA1C	0.763579
GNB1	SUMO3	0.598835
GNB1	SUMO2	0.598835
GNB1	RIPK3	0.598835
GNB1	CACNA1B	0.73985
GNB1	KCNJ3	0.47306
GNB1	ADRB2	0.391484
GNB1	CACNA1A	0.85922
GNB1	ATP6V1B1	0.598835
GNB1	MCF2	0.45648
GNB1	UBC	0.0523169
GNB1	MRGPRX1	0.561127
GNB1	CCT5	0.598835
GNB1	SPAG1	0.472754
GNB1	MAP3K3	0.598835
GNB1	RASD1	0.472754
GNB1	HDAC5	0.45648
GNB1	CYFIP1	0.594442
GNB1	PSMD2	0.598835
GNB1	PAK1	0.598835
GNB1	GNG5	0.206199
GNB1	GNAI3	0.286526
GNB1	PLEKHG2	0.45648
GNB1	GNG4	0.15988
GNB1	STIP1	0.598835
GNB1	PTH1R	0.85922
GNB1	TBXA2R	0.376967
GNB1	ADRBK1	0.391484
FCER1G	LYN	0.85922
FCER1G	BTK	0.598835
FCER1G	FCGR3A	0.85922
FCER1G	NCR1	0.85922
FCER1G	GP6	0.348018
FCER1G	FCER1A	0.85922
FCER1G	UBC	0.598835
FCER1G	SYK	0.297866
FCER1G	CLEC4C	0.598835
EML3	NEK6	0.598835
EML3	YWHAQ	0.475767
EML3	YWHAG	0.344359
EML3	UBC	0.0523169
ANKRD42	PPP1CC	0.492041
ANKRD42	PPP1CA	0.63215
ANKRD42	UBC	0.410771
TMEM239	POLI	0.443583
TMEM239	WDYHV1	0.443583
TMEM239	ATF7	0.443583
TMEM239	USP5	0.443583
TMEM239	C12ORF10	0.443583
TMEM239	ADCK3	0.443583
TMEM239	FGD2	0.443583
TMEM239	SDCBP	0.443583
TMEM239	CXCL16	0.594442
TMEM239	SENP2	0.443583
NUDT16L1	CUL4B	0.598835
NUDT16L1	LRRK1	0.561127
NUDT16L1	APP	0.561127
NUDT16L1	COPS5	0.598835
NUDT16L1	PNMA1	0.443583
NUDT16L1	CUL1	0.598835
NUDT16L1	NEDD8	0.598835
NUDT16L1	RNF2	0.598835
NUDT16L1	CUL7	0.598835
NUDT16L1	UBC	0.165007
NUDT16L1	NEDD4L	0.561127
NUDT16L1	COMMD3-BMI1	0.598835
NUDT16L1	HECW2	0.598835
NUDT16L1	TRAF2	0.443583
CCNO	CDKN1A	0.598835
CCNO	HSPB1	0.63215
CCNO	RPA2	0.271146
CCNO	VPRBP	0.391484
CCNO	ITSN1	0.594442
CCNO	XRCC1	0.598835
EPS8	ZZZ3	0.536542
EPS8	BAIAP2	0.1118
EPS8	BCKDK	0.594442
EPS8	ABI1	0.249941
EPS8	ARMC1	0.594442
EPS8	GULP1	0.594442
EPS8	SCRN3	0.594442
EPS8	TEX28	0.452941
EPS8	ITGB7	0.690083
EPS8	CFTR	0.598835
EPS8	MYO15A	0.452941
EPS8	SLC27A4	0.594442
EPS8	BAIAP2L1	0.259634
EPS8	ALDH7A1	0.472754
EPS8	HOOK2	0.492989
EPS8	MAP1LC3B	0.492989
EPS8	ANKRD28	0.598835
EPS8	CCDC85B	0.452941
EPS8	GRB2	0.443583
EPS8	ITGB3	0.549451
EPS8	ITGB1	0.598835
EPS8	RFXAP	0.594442
EPS8	SHC1	0.45648
EPS8	EGFR	0.193778
EPS8	ADAM22	0.594442
EPS8	SMARCE1	0.392016
EPS8	DNALI1	0.530378
EPS8	SOX2	0.598835
EPS8	TPRN	0.594442
EPS8	SF3B3	0.594442
EPS8	PCM1	0.492989
EPS8	XRCC6	0.594442
EPS8	DVL1	0.373779
EPS8	C19ORF25	0.392016
EPS8	SUMO2	0.598835
EPS8	FBXW5	0.475767
EPS8	CD3E	0.598835
EPS8	C8ORF33	0.492989
EPS8	UBC	0.598835
EPS8	NFKB2	0.594442
EPS8	HNRNPC	0.443583
EPS8	MAP3K11	0.594442
EPS8	SOS1	0.292407
EPS8	PROSER2	0.594442
EPS8	BYSL	0.392016
EPS8	CSNK2B	0.594442
EPS8	ITGB5	0.549451
EPS8	NACC2	0.594442
EPS8	RUNX1T1	0.392016
EPS8	AIMP2	0.452941
EPS8	MRPL20	0.452941
EPS8	MDC1	0.598835
EPS8	TDP2	0.492989
EPS8	INPP5J	0.443583
EPS8	CTNNA3	0.594442
EPS8	CXCL2	0.594442
EPS8	GOLGA8DP	0.443583
EPS8	ACTA1	0.794225
ANAPC13	CDC27	0.47326
ANAPC13	ANAPC5	0.654948
ANAPC13	CDC23	0.296633
ANAPC13	ANAPC7	0.654948
ANAPC13	CDC26	0.654948
ANAPC13	ANAPC4	0.356989
PRRT2	SNAP25	0.530378
RNF128	UBE2I	0.492989
RNF128	APPBP2	0.392016
RNF128	UBE2N	0.561127
RNF128	TP53	0.458237
RNF128	CD81	0.85922
RNF128	CD151	0.85922
RNF128	OTUB1	0.398358
RNF128	USP8	0.598835
RNF128	UBE2D1	0.561127
RNF128	UBE2E1	0.561127
TSACC	FOXP2	0.443583
TSACC	DTNB	0.594442
SLC1A5	NEK6	0.598835
SLC1A5	ECT2	0.598835
SLC1A5	MPDU1	0.598835
SLC1A5	MRPS35	0.654948
SLC1A5	PAXIP1	0.598835
SLC1A5	TNFRSF1B	0.598835
SLC1A5	ERVW-1	0.765937
SLC1A5	CCDC8	0.598835
